index,block,block_index,name,category,domain,official_url,fill_referral,referral_status,referral_label,your_referral_url,sources,on_both,
32,ТОП — начни отсюда,32,dYdX,Perp DEX / Trading,dydx.exchange,https://dydx.exchange,yes,pending,рефка возможна — проверь,dydx.trade?ref=supreme,crypton,no,
33,ТОП — начни отсюда,33,Dydx,Perp DEX / Trading,dydx.trade,https://dydx.trade,yes,pending,рефка возможна — проверь,,maxy,no,
34,ТОП — начни отсюда,34,Polymarket,Perp DEX / Trading,polymarket.com,https://polymarket.com/?r=maxywayld,yes,pending,рефка возможна — проверь,,maxy,no,
35,ТОП — начни отсюда,35,Aevo,Perp DEX / Trading,app.aevo.xyz,https://app.aevo.xyz,yes,pending,рефка возможна — проверь,https://app.aevo.xyz/r/supreme,crypton,no,
36,ТОП — начни отсюда,36,SushiSwap,Perp DEX / Trading,sushi.com,https://sushi.com/perps,yes,manual_exchange,биржа — нужна твоя рефка,https://sushi.com/perps/invite/SUPREME,crypton,no,
37,ТОП — начни отсюда,37,Sushi Swap Pool,Perp DEX / Trading,app.sushi.com,https://app.sushi.com/pool,no,no_program,скорее без рефки,https://sushi.com/perps/invite/SUPREME,crypton,no,
38,ТОП — начни отсюда,38,ether.fi,Perp DEX / Trading,app.ether.fi,https://app.ether.fi,yes,pending,рефка возможна — проверь,https://www.ether.fi/@supreme,crypton,no,
39,ТОП — начни отсюда,39,Ether.fi,Perp DEX / Trading,ether.fi,https://ether.fi/@golden,yes,pending,рефка возможна — проверь,https://www.ether.fi/@supreme,maxy,no,
40,ТОП — начни отсюда,40,1inch,DEX-агрегаторы,1inch.com,https://1inch.com,yes,pending,рефка возможна — проверь,,crypton,no,
41,ТОП — начни отсюда,41,Matcha,DEX-агрегаторы,matcha.xyz,https://matcha.xyz/matcha-auto,yes,pending,рефка возможна — проверь,,crypton,no,
42,ТОП — начни отсюда,42,KyberSwap,DEX-агрегаторы,kyberswap.com,https://kyberswap.com/earn/pools?protocol=uniswap-v4-fairflow,yes,pending,рефка возможна — проверь,,crypton,no,
43,ТОП — начни отсюда,43,OpenOcean,DEX-агрегаторы,openocean.finance,https://openocean.finance,yes,pending,рефка возможна — проверь,,crypton,no,
44,ТОП — начни отсюда,44,ADS Power,Антидетект,adspower.net,https://adspower.net,yes,pending,рефка возможна — проверь,https://www.adspower-ru.com/share/gU8vog,maxy,no,
45,ТОП — начни отсюда,45,AdsPower,Антидетект,adspower-ru.com,https://adspower-ru.com,yes,pending,рефка возможна — проверь,https://www.adspower-ru.com/share/gU8vog,crypton,no,
46,ТОП — начни отсюда,46,DolphinAnty,Антидетект,dolphin-anty.net,https://dolphin-anty.net/a/4492/LjUBl58,yes,pending,рефка возможна — проверь,https://dolphin-anty.net/a/5175777/,crypton,no,
47,ТОП — начни отсюда,47,GoLogin,Антидетект,go.gologin.com,https://go.gologin.com/cryptonxyz-HQGGLBB,yes,pending,рефка возможна — проверь,https://gologin.com/join/supreme-IJQMDLJ,crypton,no,
48,ТОП — начни отсюда,48,Multi-Login,Антидетект,multilogin.com,https://multilogin.com,yes,pending,рефка возможна — проверь,,maxy,no,
49,ТОП — начни отсюда,49,Octo Browser,Антидетект,octobrowser.net,https://octobrowser.net,yes,pending,рефка возможна — проверь,https://octobrowser.org/signup/?p=10432504,crypton,no,
50,ТОП — начни отсюда,50,Octobrowser,Антидетект,octobrowser.org,https://octobrowser.org,yes,pending,рефка возможна — проверь,https://octobrowser.org/signup/?p=10432504,maxy,no,
51,ТОП — начни отсюда,51,GeeLark,Антидетект,geelark.com,https://geelark.com,yes,pending,рефка возможна — проверь,https://app.geelark.com/#/register/?invite_code=supreme,crypton,no,
52,ТОП — начни отсюда,52,GeeLark,Антидетект,app.geelark.com,https://app.geelark.com,yes,pending,рефка возможна — проверь,https://app.geelark.com/#/register/?invite_code=supreme,maxy,no,
53,ТОП — начни отсюда,53,Incogniton,Антидетект,incogniton.com,https://incogniton.com/ru/aff/402,yes,pending,рефка возможна — проверь,https://app.geelark.com/#/register/?invite_code=supreme,crypton,no,
54,ТОП — начни отсюда,54,Kameleo,Антидетект,kameleo.io,https://kameleo.io,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
55,ТОП — начни отсюда,55,MoreLogin,Антидетект,morelogin.com,https://morelogin.com/?from=AASVJfXJa0Sx,yes,pending,рефка возможна — проверь,https://www.morelogin.com/?from=AAoWCgKZr2wS,maxy,no,
56,ТОП — начни отсюда,56,Undetectable,Антидетект,undetectable.io,https://undetectable.io/?r=rRYfD,yes,pending,рефка возможна — проверь,https://undetectable.io/?r=TbZow,maxy,no,
57,ТОП — начни отсюда,57,Afina,Антидетект,afina.io,https://afina.io/ru/pricing,yes,pending,рефка возможна — проверь,https://afina.io/en/plan?aff=9OXRSU94,maxy,no,
58,ТОП — начни отсюда,58,Agentx-antidetect,Антидетект,agentx-antidetect.com,https://agentx-antidetect.com,yes,pending,рефка возможна — проверь,https://agentx-antidetect.com/signup/t6i0BY,maxy,no,
59,ТОП — начни отсюда,59,Hetzner,VPS / серверы,hetzner.com,https://hetzner.com,yes,pending,рефка возможна — проверь,,maxy,no,
60,ТОП — начни отсюда,60,Hetzner,VPS / серверы,hetzner.cloud,https://hetzner.cloud,yes,pending,рефка возможна — проверь,,crypton,no,
61,ТОП — начни отсюда,61,Aeza,VPS / серверы,aeza.net,https://aeza.net,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
62,ТОП — начни отсюда,62,Contabo,VPS / серверы,contabo.com,https://contabo.com,yes,pending,рефка возможна — проверь,,crypton,no,
63,ТОП — начни отсюда,63,Linode,VPS / серверы,linode.com,https://linode.com,yes,pending,рефка возможна — проверь,,crypton,no,
64,ТОП — начни отсюда,64,OVHCloud,VPS / серверы,ovhcloud.com,https://ovhcloud.com,yes,pending,рефка возможна — проверь,,maxy,no,
65,ТОП — начни отсюда,65,VDSina,VPS / серверы,vdsina.ru,https://vdsina.ru/?partner=558xd3n6tj,yes,pending,рефка возможна — проверь,https://vdsina.ru/?partner=1x24qj1hfdyt,crypton,no,
66,ТОП — начни отсюда,66,Hostkey,VPS / серверы,hostkey.ru,https://hostkey.ru,yes,pending,рефка возможна — проверь,,crypton,no,
67,ТОП — начни отсюда,67,4VPS,VPS / серверы,4vps.su,https://4vps.su,yes,pending,рефка возможна — проверь,,maxy,no,
68,ТОП — начни отсюда,68,Netcup,VPS / серверы,netcup.com,https://netcup.com,yes,pending,рефка возможна — проверь,,maxy,no,
69,ТОП — начни отсюда,69,Cloudzy,VPS / серверы,cloudzy.com,https://cloudzy.com,yes,pending,рефка возможна — проверь,,maxy,no,
70,ТОП — начни отсюда,70,Macloud,VPS / серверы,macloud.ru,https://macloud.ru/?partner=dv8wyjmjb6,yes,pending,рефка возможна — проверь,https://macloud.ru/?partner=7bzjm8qpm186,crypton,no,
71,ТОП — начни отсюда,71,UFO Hosting,VPS / серверы,ufo.hosting,https://ufo.hosting/?from=577324,yes,pending,рефка возможна — проверь,https://ufo.hosting/?from=2000858,crypton,no,
72,ТОП — начни отсюда,72,ZOMRO,VPS / серверы,zomro.com,https://zomro.com/vds?from=380255,yes,pending,рефка возможна — проверь,https://zomro.com/vps?from=509747,crypton,no,
73,ТОП — начни отсюда,73,Asocks,Прокси,asocks.com,https://asocks.com/?c=CRYPTON3GB,yes,pending,рефка возможна — проверь,https://asocks.com/?c=AerRu-,crypton,no,
74,ТОП — начни отсюда,74,ProxySeller,Прокси,proxy-seller.com,https://proxy-seller.com/?partner=WZ2DEDI416U7OS,yes,pending,рефка возможна — проверь,,crypton,no,
75,ТОП — начни отсюда,75,ProxyStore,Прокси,proxy-store.com,https://proxy-store.com/4NEfa7OT,yes,pending,рефка возможна — проверь,https://proxy-store.com/?ref=177802,crypton,no,
76,ТОП — начни отсюда,76,Proxy Market,Прокси,proxy.market,https://proxy.market,yes,pending,рефка возможна — проверь,https://dashboard.proxy.market/?ref=E000190824,crypton,no,
77,ТОП — начни отсюда,77,Proxys,Прокси,proxys.io,https://proxys.io,yes,pending,рефка возможна — проверь,,crypton,no,
78,ТОП — начни отсюда,78,Webshare,Прокси,webshare.io,https://webshare.io,yes,pending,рефка возможна — проверь,https://www.webshare.io/?referral_code=43evr1b60khj,maxy,no,
79,ТОП — начни отсюда,79,HydraHeaders,Прокси,hydraproxy.com,https://hydraproxy.com/hydraheaders,yes,pending,рефка возможна — проверь,https://dashboard.proxy.market/?ref=E000190824,crypton,no,
80,ТОП — начни отсюда,80,ProxyLine,Прокси,proxyline.net,https://proxyline.net,yes,pending,рефка возможна — проверь,https://proxyline.net?ref=205457,crypton,no,
81,ТОП — начни отсюда,81,Proxy6,Прокси,px6.me,https://px6.me/?r=809434,yes,pending,рефка возможна — проверь,https://px6.me/?r=1012642,crypton,no,
82,ТОП — начни отсюда,82,5SIM,SMS / верификация,5sim.net,https://5sim.net,yes,pending,рефка возможна — проверь,,crypton,no,
83,ТОП — начни отсюда,83,SMS Activate,SMS / верификация,,,,,,,crypton,no,
84,ТОП — начни отсюда,84,OnlineSIM,SMS / верификация,onlinesim.io,https://onlinesim.io,yes,pending,рефка возможна — проверь,https://onlinesim.io/?aref=3738203,crypton,no,
85,ТОП — начни отсюда,85,Hero-sms,SMS / верификация,hero-sms.com,https://hero-sms.com,yes,pending,рефка возможна — проверь,,maxy,no,
86,ТОП — начни отсюда,86,Tiger SMS,SMS / верификация,tiger-sms.com,https://tiger-sms.com,yes,pending,рефка возможна — проверь,,maxy,no,
87,ТОП — начни отсюда,87,365-SMS,SMS / верификация,365sms.org,https://365sms.org,yes,pending,рефка возможна — проверь,https://365sms.vip/?ref=1271866,maxy,no,
88,ТОП — начни отсюда,88,TextVerified,SMS / верификация,textverified.com,https://textverified.com,yes,pending,рефка возможна — проверь,,maxy,no,
89,ТОП — начни отсюда,89,SMSPool,SMS / верификация,smspool.net,https://smspool.net/?r=9CCQ26LKJn,yes,pending,рефка возможна — проверь,https://smspool.net/?r=rQXduioErs,maxy,no,
90,ТОП — начни отсюда,90,SolCard,Карты / платежи,solcard.cc,https://solcard.cc,yes,pending,рефка возможна — проверь,https://solcard.cc/r/supreme,crypton+maxy,yes,
91,ТОП — начни отсюда,91,Combo,Карты / платежи,combo.cards,https://combo.cards,yes,pending,рефка возможна — проверь,https://my.combo.cards/login?signup=1&ref=YT-BnXQdCYw,maxy,no,
92,ТОП — начни отсюда,92,CinCin,Карты / платежи,cincin.cards,https://cincin.cards,yes,pending,рефка возможна — проверь,,maxy,no,
93,ТОП — начни отсюда,93,Kripicard,Карты / платежи,kripicard.com,https://kripicard.com,yes,pending,рефка возможна — проверь,,maxy,no,
94,ТОП — начни отсюда,94,KAST,Карты / платежи,kast.xyz,https://kast.xyz,yes,pending,рефка возможна — проверь,,maxy,no,
95,ТОП — начни отсюда,95,BestChange,Карты / платежи,bestchange.com,https://bestchange.com,yes,pending,рефка возможна — проверь,https://bestchange.biz/ru,maxy,no,
,===  ===,,,,,,,,,,,,
,,,,,,,,,,,,,
97,ТОП — начни отсюда,97,Nansen,Аналитика,pro.nansen.ai,https://pro.nansen.ai,yes,pending,рефка возможна — проверь,,crypton,no,
98,ТОП — начни отсюда,98,App,Аналитика,app.nansen.ai,https://app.nansen.ai,yes,pending,рефка возможна — проверь,,maxy,no,
99,ТОП — начни отсюда,99,Nansen,Аналитика,nansen.ai,https://nansen.ai,yes,pending,рефка возможна — проверь,,maxy,no,
100,ТОП — начни отсюда,100,TradingView,Аналитика,tradingview.com,https://tradingview.com,yes,pending,рефка возможна — проверь,https://ru.tradingview.com/pricing/?share_your_love=powerfulPlayer66206,crypton,no,
101,ТОП — начни отсюда,101,ArbitrageScanner.io,Аналитика,arbitragescanner.io,https://arbitragescanner.io,yes,pending,рефка возможна — проверь,https://arbitragescanner.io/?ref=09J4GS8QJI,crypton,no,
102,ТОП — начни отсюда,102,CryptoQuant,Аналитика,cryptoquant.com,https://cryptoquant.com,yes,pending,рефка возможна — проверь,https://cryptoquant.com/sign-up?my-friend=xYQnuAs6hXwX2NByFyGhOBzhJk,maxy,no,
103,ТОП — начни отсюда,103,GlassNode,Аналитика,glassnode.com,https://glassnode.com,yes,pending,рефка возможна — проверь,,maxy,no,
104,ТОП — начни отсюда,104,Platform,Аналитика,platform.arkhamintelligence.com,https://platform.arkhamintelligence.com,yes,pending,рефка возможна — проверь,,maxy,no,
105,ТОП — начни отсюда,105,Cursor,Нейросети (ИИ),cursor.com,https://cursor.com,yes,pending,рефка возможна — проверь,https://cursor.com/referral?code=83YAGVGVGONX,crypton,no,
106,ТОП — начни отсюда,106,Claude,Нейросети (ИИ),claude.ai,https://claude.ai/new,yes,pending,рефка возможна — проверь,,maxy,no,
107,ТОП — начни отсюда,107,Jasper,Нейросети (ИИ),jasper.ai,https://jasper.ai,yes,pending,рефка возможна — проверь,,crypton,no,
108,ТОП — начни отсюда,108,WriterSonic,Нейросети (ИИ),writesonic.com,https://writesonic.com,yes,pending,рефка возможна — проверь,,crypton,no,
109,ТОП — начни отсюда,109,Midjorney,Нейросети (ИИ),midjourney.com,https://midjourney.com/home,yes,pending,рефка возможна — проверь,,crypton,no,
110,ТОП — начни отсюда,110,Notion AI,Нейросети (ИИ),notion.com,https://notion.com,yes,pending,рефка возможна — проверь,,crypton,no,
111,ТОП — начни отсюда,111,DeepL,Нейросети (ИИ),deepl.com,https://deepl.com/translator,yes,pending,рефка возможна — проверь,,crypton,no,
112,ТОП — начни отсюда,112,Replit,Нейросети (ИИ),replit.com,https://replit.com,yes,pending,рефка возможна — проверь,https://replit.com/refer/Supreme1S,crypton,no,
113,ТОП — начни отсюда,113,Codeium,Нейросети (ИИ),codeium.com,https://codeium.com,yes,pending,рефка возможна — проверь,,crypton,no,
114,ТОП — начни отсюда,114,TABNINE,Нейросети (ИИ),tabnine.com,https://tabnine.com,yes,pending,рефка возможна — проверь,,crypton,no,
115,ТОП — начни отсюда,115,Eleven,Нейросети (ИИ),beta.elevenlabs.io,https://beta.elevenlabs.io,yes,pending,рефка возможна — проверь,,crypton,no,
116,ТОП — начни отсюда,116,Invideo,Нейросети (ИИ),invideo.io,https://invideo.io,yes,pending,рефка возможна — проверь,,crypton,no,
117,ТОП — начни отсюда,117,Synthesia,Нейросети (ИИ),synthesia.io,https://synthesia.io,yes,pending,рефка возможна — проверь,,crypton,no,
118,ТОП — начни отсюда,118,GammaAI,Нейросети (ИИ),gamma.app,https://gamma.app/?lng=en,yes,pending,рефка возможна — проверь,,crypton,no,
119,ТОП — начни отсюда,119,Galxe,Quest / growth,galxe.com,https://galxe.com,yes,pending,рефка возможна — проверь,,crypton,no,
120,ТОП — начни отсюда,120,Layer3,Quest / growth,layer3.xyz,https://layer3.xyz,yes,pending,рефка возможна — проверь,,crypton,no,
121,ТОП — начни отсюда,121,App,Quest / growth,app.layer3.xyz,https://app.layer3.xyz/quests,yes,pending,рефка возможна — проверь,,maxy,no,
122,ТОП — начни отсюда,122,Magic Eden,NFT-маркетплейсы,magiceden.io,https://magiceden.io,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
123,ТОП — начни отсюда,123,Blur,NFT-маркетплейсы,blur.io,https://blur.io,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
124,ТОП — начни отсюда,124,OpenSea,NFT-маркетплейсы,opensea.io,https://opensea.io,no,no_program,скорее без рефки,,crypton+maxy,yes,
125,ТОП — начни отсюда,125,1Password,Безопасность / утилиты,1password.com,https://1password.com,yes,pending,рефка возможна — проверь,,maxy,no,
126,ТОП — начни отсюда,126,BitWarden,Безопасность / утилиты,bitwarden.com,https://bitwarden.com,yes,pending,рефка возможна — проверь,,maxy,no,
127,ТОП — начни отсюда,127,AMLBot,Безопасность / утилиты,web.amlbot.com,https://web.amlbot.com,yes,pending,рефка возможна — проверь,,crypton,no,
128,ТОП — начни отсюда,128,Token Sniffer,Безопасность / утилиты,tokensniffer.com,https://tokensniffer.com,yes,pending,рефка возможна — проверь,,maxy,no,
129,ТОП — начни отсюда,129,RugCheck,Безопасность / утилиты,rugcheck.xyz,https://rugcheck.xyz,yes,pending,рефка возможна — проверь,,maxy,no,
130,ТОП — начни отсюда,130,PocketUniverse,Безопасность / утилиты,pocketuniverse.app,https://pocketuniverse.app,yes,pending,рефка возможна — проверь,,maxy,no,
131,ТОП — начни отсюда,131,AccsMarket,Аккаунты / маркетплейсы,accsmarket.com,https://accsmarket.com,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
132,ТОП — начни отсюда,132,AccsMoll,Аккаунты / маркетплейсы,accsmoll.com,https://accsmoll.com,yes,pending,рефка возможна — проверь,,maxy,no,
133,ТОП — начни отсюда,133,FunPay,Аккаунты / маркетплейсы,funpay.com,https://funpay.com,yes,pending,рефка возможна — проверь,,maxy,no,
134,ТОП — начни отсюда,134,LZT Market,Аккаунты / маркетплейсы,lzt.market,https://lzt.market,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
135,ТОП — начни отсюда,135,Plati Market,Аккаунты / маркетплейсы,plati.market,https://plati.market,yes,pending,рефка возможна — проверь,,maxy,no,
,=== Биржи (CEX) ===,,,,,,,,,,,,
1,Биржи (CEX),1,Arkham Exchange,Биржи (CEX),arkm.com,https://arkm.com,yes,manual_exchange,биржа — нужна твоя рефка,,crypton+maxy,yes,
2,Биржи (CEX),2,Asterdex,Биржи (CEX),asterdex.com,https://asterdex.com,yes,manual_exchange,биржа — нужна твоя рефка,,crypton+maxy,yes,
3,Биржи (CEX),3,BackPack,Биржи (CEX),backpack.exchange,https://backpack.exchange,yes,manual_exchange,биржа — нужна твоя рефка,,crypton+maxy,yes,
4,Биржи (CEX),4,Binance Farming,Биржи (CEX),accounts.binance.com,https://accounts.binance.com,yes,manual_exchange,биржа — нужна твоя рефка,https://www.binance.com/activity/referral-entry/CPA?ref=CPA_00CCMF6HEA,crypton,no,
5,Биржи (CEX),5,Binance Loan,DeFi & DApp,binance.com,https://binance.com/en/alpha,yes,manual_exchange,биржа — нужна твоя рефка,https://www.binance.com/activity/referral-entry/CPA?ref=CPA_00CCMF6HEA,crypton+maxy,yes,
6,Биржи (CEX),6,BingX,Биржи (CEX),bingx.com,https://bingx.com,yes,manual_exchange,биржа — нужна твоя рефка,https://bingxdao.com/invite/3ATJTW/,crypton+maxy,yes,
7,Биржи (CEX),7,Bitget,Инструменты,bitget.com,https://bitget.com,yes,manual_exchange,биржа — нужна твоя рефка,https://www.bitgetapp.com/ru/referral/register?clacCode=KLYMEJ83&from=/ru/events/referral-all-program&source=events&utmSource=PremierInviter,maxy,no,
8,Биржи (CEX),8,BitGet,Биржи (CEX),partner.bitget.com,https://partner.bitget.com/bg/TL31FN,yes,manual_exchange,биржа — нужна твоя рефка,https://www.bitgetapp.com/ru/referral/register?clacCode=KLYMEJ83&from=/ru/events/referral-all-program&source=events&utmSource=PremierInviter,crypton,no,
9,Биржи (CEX),9,Bitget Wallet,Кошельки,web3.bitget.com,https://web3.bitget.com/en/card,yes,manual_exchange,биржа — нужна твоя рефка,https://www.bitgetapp.com/ru/referral/register?clacCode=KLYMEJ83&from=/ru/events/referral-all-program&source=events&utmSource=PremierInviter,crypton,no,
10,Биржи (CEX),10,Bybit,Биржи (CEX),partner.bybit.com,https://partner.bybit.com/b/TOOLSXYZ,yes,manual_exchange,биржа — нужна твоя рефка,https://www.bybit.com/invite?ref=72K4BNJ&medium=referral&utm_campaign=evergreen,crypton,no,
11,Биржи (CEX),11,Bybit Web3 Platform,Кошельки,bybit.com,https://bybit.com/en/web3/staking/BybitSOL,yes,manual_exchange,биржа — нужна твоя рефка,https://www.bybit.com/invite?ref=72K4BNJ&medium=referral&utm_campaign=evergreen,crypton+maxy,yes,
12,Биржи (CEX),12,Coinbase Wallet,Кошельки,coinbase.com,https://coinbase.com/commerce,yes,manual_exchange,биржа — нужна твоя рефка,,crypton+maxy,yes,
13,Биржи (CEX),13,CoinW,Биржи (CEX),coinw.com,https://coinw.com,yes,manual_exchange,биржа — нужна твоя рефка,,crypton,no,
14,Биржи (CEX),14,edgeX,Биржи (CEX),pro.edgex.exchange,https://pro.edgex.exchange,yes,manual_exchange,биржа — нужна твоя рефка,https://pro.edgex.exchange/en-US/referral/132788174,crypton+maxy,yes,
15,Биржи (CEX),15,Extended,Биржи (CEX),app.extended.exchange,https://app.extended.exchange,yes,manual_exchange,биржа — нужна твоя рефка,https://app.extended.exchange/join/SUPREME,crypton+maxy,yes,
16,Биржи (CEX),16,Gate,Инструменты,gate.io,https://gate.io,yes,manual_exchange,биржа — нужна твоя рефка,https://www.gate.com/referral/earn-together/invite/UgBFUgoO?ref=UgBFUgoO&ref_type=103&utm_cmp=rXJBDjtJ&activity_id=1781161013843,maxy,no,
